Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm),Orientation
12899,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,664,8,7,500,5
13028,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2431,799,8,7,500,5
13153,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2561,565,8,7,500,5
13280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,181,8,7,500,5
13394,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2605,700,8,7,500,5
13507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,545,8,7,500,5
13630,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,229,8,7,500,5
13747,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,548,8,7,500,5
13867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,595,8,7,500,5
13986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,674,8,7,500,5
14103,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,548,8,7,500,5
14235,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2209,511,8,7,500,5
14352,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3032,62,8,7,500,5
14463,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,697,8,7,500,5
14577,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2429,698,8,7,500,5
14702,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,343,8,7,500,5
14814,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1967,169,8,7,500,5
14932,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,670,8,7,500,5
15051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,362,8,7,500,5
15159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,680,8,7,500,5
15280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2517,716,8,7,500,5
15396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,342,8,7,500,5
15515,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2512,630,8,7,500,5
15626,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2173,438,8,7,500,5
15734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2688,784,8,7,500,5
15854,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2497,633,8,7,500,5
15968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2717,772,8,7,500,5
16089,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2343,468,8,7,500,5
16203,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,639,8,7,500,5
16303,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,230,8,7,500,5
16418,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,415,8,7,500,5
16537,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2597,712,8,7,500,5
16646,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,613,8,7,500,5
16755,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2427,507,8,7,500,5
16871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,18,8,7,500,5
16987,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,270,8,7,500,5
17104,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,733,8,7,500,5
17221,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,641,8,7,500,5
17346,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,249,8,7,500,5
17455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2641,737,8,7,500,5
17567,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,685,8,7,500,5
17683,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2846,264,8,7,500,5
17807,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,383,8,7,500,5
17923,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2402,765,8,7,500,5
18040,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2600,712,8,7,500,5
18161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2590,616,8,7,500,5
18270,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2395,498,8,7,500,5
18398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,545,8,7,500,5
18509,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2571,588,8,7,500,5
18619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,466,8,7,500,5
18725,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3037,678,8,7,500,5
18848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2519,593,8,7,500,5
18967,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2634,591,8,7,500,5
19085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2775,624,8,7,500,5
19215,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2531,443,8,7,500,5
19326,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2658,132,8,7,500,5
19455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2168,75,8,4,500,5
19600,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,599,8,7,500,5
19743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2192,107,8,7,500,5
19842,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,682,8,5,500,5
19933,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2094,357,8,7,500,5
